2025/2/5,73,26.9,31.8
2025/2/6,73.5,26.1,32.6
2025/2/7,72.5,26.8,31.8
2025/2/8,72.5,26.4,32.3
2025/2/9,72.2,26.9,31.7
2025/2/10,72.9,26.1,32.6
2025/2/11,73.3,24.8,33.5
2025/2/12,73.3,24.8,33.5
2025/2/13,72.9,26.4,32.3
2025/2/14,72.6,26.5,32.2
2025/2/15,73.3,27.2,31.6
2025/2/16,73.2,27.2,31.5
2025/2/17,72.9,27.5,31.2
2025/2/18,73.2,26.8,32
2025/2/19,72.8,27.7,30.8
2025/2/20,73.3,27.2,31.6
2025/2/21,73.4,26.9,31.9
2025/2/22,74,27.2,31.6
2025/2/23,73.5,27.4,31.4
2025/2/24,74,27.5,31.3
2025/2/25,74.2,27.4,31.4
2025/2/26,73.9,27.1,31.7
2025/2/27,74.1,27.1,31.7
2025/2/28,74,27.3,31.5
2025/3/1,74.6,27.3,31.6
2025/3/2,74.9,26.8,32
2025/3/3,74.6,27,31.9
2025/3/4,74.9,27.3,31.6
2025/3/5,75.4,27.7,31.2
2025/3/6,74.9,27.5,31.5
2025/3/7,75.3,27.1,31.8
2025/3/8,74.7,27.3,31.6
2025/3/9,75.3,27.6,31.3
2025/3/10,75.5,28,31
2025/3/11,74.6,27.9,30.9
2025/3/12,74.7,27.4,31.5
2025/3/13,74.3,27.3,31.6
2025/3/14,74.5,27.3,31.6
2025/3/15,74.8,27.4,31.5
2025/3/16,74.7,27.5,31.3
2025/3/17,75.3,25.9,32.7
2025/3/18,75.4,27.3,31.6
2025/3/19,75.2,27.5,31.5
2025/3/20,75.4,27.3,31.7
2025/3/21,75.7,28,31
2025/3/22,75.7,28,31
2025/3/23,75.7,28,31
2025/3/24,75.6,27.7,31.3
2025/3/25,75.2,27.3,31.7
2025/3/26,74.7,27.5,31.4
2025/3/27,74.9,27.3,31.6
2025/3/28,75.2,27.4,31.6
2025/3/29,75.3,27.4,31.6
2025/3/30,75.5,27.9,31
2025/3/31,75.4,28.1,30.9
2025/4/1,75.5,27.2,31.7
2025/4/2,75.5,27.9,31
2025/4/3,76.5,27.1,31.8
2025/4/4,76.2,27.8,31.3
2025/4/5,75.6,27.9,31
2025/4/6,75.2,27.9,31
2025/4/7,75.2,27.7,31.2
2025/4/8,77.4,27.7,31.3
2025/4/9,76,27.9,31.2
2025/4/10,75.7,27.9,31.2
2025/4/11,75.8,27.7,31.3
2025/4/12,76,25.7,32.8
2025/4/13,75.9,27.9,31.1
2025/4/14,75.9,27.9,31.1
2025/4/15,75.9,27.3,31.6
2025/4/16,76.3,27.2,31.7
2025/4/17,76,28.6,30.3
2025/4/18,77.3,26.5,32.3
2025/4/19,76.2,27.5,31.5
2025/4/20,76.3,28.1,31
2025/4/21,76.5,27.7,31.3
2025/4/22,76.6,28.4,30.6
2025/4/23,76.3,27.6,31.4
2025/4/24,76.7,28.1,31
2025/4/25,76.7,28.1,31
2025/4/26,76.5,28.1,31
2025/4/27,76.6,28.2,30.9
2025/4/28,77.7,26.8,32.4
2025/4/29,77.9,26.9,31.9
2025/4/30,76.8,28.1,31
2025/5/1,76.8,28.2,30.8
2025/5/2,77.2,27.9,31.2
2025/5/3,76.8,28.5,30.6
2025/5/4,76.8,28,31.1
2025/5/5,76.5,28.8,30.2
2025/5/6,76.4,28.5,30.5
2025/5/7,76.6,28,31
2025/5/8,77.6,27.6,31.4
2025/5/9,77,28.5,30.5
2025/5/10,76.6,28.3,30.7
2025/5/11,77.2,28.4,30.7
2025/5/12,76.6,28.2,30.9
2025/5/13,77.2,28.7,30.5
2025/5/14,77.6,28,31.1
2025/5/15,76.8,28.1,31
2025/5/16,76.7,28.4,30.7
2025/5/17,77.8,26.1,32.5
2025/5/18,77.8,28.2,31
2025/5/19,77.7,27.6,31.5
2025/5/20,77.4,28.5,30.6
2025/5/21,77.3,28.1,31.1
2025/5/22,77.4,27.8,31.2
2025/5/23,77.6,28.3,30.9
2025/5/24,78.7,27.4,31.6
2025/5/25,78.3,28.6,30.6
2025/5/26,77.7,28.5,30.7
2025/5/27,77.4,28.9,30.2
2025/5/28,78.7,28.4,30.8
2025/5/29,77.9,28.8,30.3
2025/5/30,78,28.7,30.5
2025/5/31,78.3,20.1,35.7
2025/6/1,78.4,28.8,30.4
2025/6/2,79.2,29.2,30.1
2025/6/3,78.4,28.5,30.7
2025/6/4,78.5,28.8,30.5
2025/6/5,78.5,28.5,30.7
2025/6/6,78,27.9,31.2
2025/6/7,78.3,27.8,31.3
2025/6/8,78.1,26.7,32.1
2025/6/9,77.7,28.5,30.7
2025/6/10,78.2,28.5,30.7
2025/6/11,78,28,31.1
2025/6/12,78.3,28.2,31
2025/6/13,77.9,28.7,30.5
2025/6/14,78.4,28.5,30.7
2025/6/15,78.1,28.5,30.7
2025/6/16,78.3,28.6,30.6
2025/6/17,77.6,28.2,30.9
2025/6/18,77.9,27.7,31.3
2025/6/19,78.7,27.1,31.8
2025/6/20,78.8,28,31.2
2025/6/21,77.9,28.6,30.6
2025/6/22,78.2,28.3,30.9
2025/6/23,77.5,28.4,30.8
2025/6/24,77.6,27.9,31.1
2025/6/25,77.8,27.6,31.4
2025/6/26,78.2,27.6,31.5
2025/6/27,77.8,28.3,30.8
2025/6/28,77.7,28.5,30.7
2025/6/29,77.8,28.5,30.7
2025/6/30,77.8,28.2,31
2025/7/1,77.5,27.5,31.5
2025/7/2,77.7,28.2,31
2025/7/3,77.5,25.8,32.7
2025/7/4,77.5,25.8,32.7
2025/7/5,78.2,26.4,32.3
2025/7/6,78.7,28.2,31
2025/7/7,78.1,28.4,30.7
2025/7/8,78.6,27.8,31.3
2025/7/9,78.5,28,31.2
2025/7/10,78,27.8,31.3
2025/7/11,77.7,28.3,30.9
2025/7/12,78.3,29,30.3
2025/7/13,78,28.2,30
2025/7/14,78.1,28.2,30.9
2025/7/15,77.5,28.4,30.7
2025/7/16,77.5,28.7,30.5
2025/7/17,78.2,28.3,30.9
2025/7/18,78,27.7,30.9
2025/7/19,78.2,27.7,30.9
2025/7/20,77.9,28,31.1
2025/7/21,77.5,28.7,30.4
2025/7/22,77.6,28.3,30.8
2025/7/23,78.6,27.3,31.7
2025/7/24,78.3,28.1,31.1
2025/7/25,77.7,28.1,31.1
2025/7/26,77.3,28.2,31
2025/7/27,77.6,28.4,30.8
2025/7/28,77.6,28.4,30.8
2025/7/29,77.6,27.9,31.2
2025/7/30,77.5,28.2,30.9
2025/7/31,77.3,28.5,30.7
2025/8/1,78.1,28.3,30.8
2025/8/2,78.3,28.6,30.6
2025/8/3,77.8,28.5,30.7
2025/8/4,77.8,28.7,30.5
2025/8/5,77.7,28.3,30.9
2025/8/6,77.9,27.8,31.3
2025/8/7,78.5,27.7,31.4
2025/8/8,77.7,28.2,31
2025/8/9,78,28.2,30.9
2025/8/10,77.6,28.6,30.5
2025/8/11,77.7,28.7,30.6
2025/8/12,77.6,28.7,30.4
2025/8/13,77.2,28.5,30.6
2025/8/14,77.7,28.4,30.8
2025/8/15,78.2,28.4,30.8
